binominal,root_order,RD,SRL,references,genus,species,family,order
Astragalus pelecinus,,-1.2761870875639385,5.576852994134958,"<ArrowStringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article']
Length: 1, dtype: str",Astragalus,pelecinus,Fabaceae,Fabales
Astragalus scaberrimus,,-1.2552660987134865,4.091757886325333,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Astragalus,scaberrimus,Fabaceae,Fabales
Astrantia minor,,-0.43540898448123644,2.3580197998821464,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Astrantia,minor,Apiaceae,Apiales
Atractylis humilis,,-0.9342637838644055,1.7067240685289604,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Atractylis,humilis,Asteraceae,Asterales
Ballota hirsuta,,-1.0362714932615358,1.6660532864879638,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Ballota,hirsuta,Lamiaceae,Lamiales
Baptisia alba,,-1.4271163556401458,5.765191102784844,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Baptisia,alba,Fabaceae,Fabales
Bauhinia championii,,-0.7507762933965817,2.189416394888408,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Bauhinia,championii,Fabaceae,Fabales
Beilschmiedia tarairi,,-0.139491978818599,2.1843886504843235,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Beilschmiedia,tarairi,Lauraceae,Laurales
Beilschmiedia tawa,,-0.22334357131687682,2.088905305193164,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Beilschmiedia,tawa,Lauraceae,Laurales
Berberis thunbergii,,-1.2462824778086572,3.3507880182468757,"<ArrowStringArray>
['Caplan JS, Stone BWG, Faillace CA, Lafond JJ, Baumgarten JM, Mozdzer TJ, Dighton J, Meiners SJ, Grabosky JC, Ehrenfeld JG. 2017. Nutrient foraging strategies are associated with productivity and population growth in forest shrubs. Annals of Botany 119: 977-988.']
Length: 1, dtype: str",Berberis,thunbergii,Berberidaceae,Ranunculales
Berteroa incana,,-1.6607312068216509,5.4680601411351315,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Berteroa,incana,Brassicaceae,Brassicales
Betula alleghaniensis,,-1.4271163556401458,4.373238128640803,"<ArrowStringArray>
['Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.']
Length: 1, dtype: str",Betula,alleghaniensis,Betulaceae,Fagales
Betula lenta,,-1.3093333199837622,4.697749367281185,"<ArrowStringArray>
['Comas LH, Eissenstat DM. 2009. Patterns in root trait variation among 25 co-existing North American forest species. New Phytologist 182: 919-928.']
Length: 1, dtype: str",Betula,lenta,Betulaceae,Fagales
Betula pendula,,-1.2426270113074775,4.212127597878484,"<ArrowStringArray>
['Ostonen I, Truu M, Helmisaari H-S, Lukac M, Borken W, Vanguelova E, Godbold DL, Lohmus K, Zang U, Tedersoo L, Preem J-K, Rosenvald K, Aosaar J, Armolaitis K, Frey J, Kabral N, Kukumagi M, Leppalammi-Kujansuu J, Lindroos A-J, Merila P, Napa U, Nojd P, Parts K, Uri V, Varik M, Truu J. 2017. Adaptive root foraging strategies along a boreal-temperate forest gradient. New Phytologist 215: 977-991.']
Length: 1, dtype: str",Betula,pendula,Betulaceae,Fagales
Bituminaria bituminosa,,-0.8863825531716747,4.7239729257472645,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
    'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Bituminaria,bituminosa,Fabaceae,Fabales
Blechnum chambersii,,-0.8915981192837836,3.4781584227982836,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,chambersii,Blechnaceae,Polypodiales
Blechnum discolor,,-1.0216512475319814,3.269568939183719,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,discolor,Blechnaceae,Polypodiales
Blechnum fluviatile,,-1.171182981502945,3.758871825933971,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,fluviatile,Blechnaceae,Polypodiales
Blechnum novae-zelandiae,,-1.1086626245216111,3.332204510175204,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,novae-zelandiae,Blechnaceae,Polypodiales
Blechnum procerum,,-1.3093333199837622,3.4372078191851885,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Blechnum,procerum,Blechnaceae,Polypodiales
Blumeodendron tokbrai,,-0.7907600094269457,3.21107720250907,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Blumeodendron,tokbrai,Euphorbiaceae,Malpighiales
Bothriochloa macra,,-1.0078579253996456,4.5976419195673,"<ArrowStringArray>
['Mokany K, Ash J. 2008. Are traits measured on pot grown plants representative of those in natural communities? Journal of Vegetation Science 19: 119-126.']
Length: 1, dtype: str",Bothriochloa,macra,Poaceae,Poales
Bouteloua curtipendula,,-1.1394342831883648,4.174387269895637,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Bouteloua,curtipendula,Poaceae,Poales
Brachypodium phoenicoides,,-1.0827389395118194,4.8902990016521555,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Brachypodium,phoenicoides,Poaceae,Poales
Brachypodium pinnatum,,-1.7092582477163114,5.465948207931988,"<ArrowStringArray>
['Ryser P, Lambers H. 1995. Root and leaf attributes accounting for the performance of fast and slow-growing grasses at different nutrient supply. Plant and Soil 170: 251-265, 1995.', 'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219']
Length: 2, dtype: str",Brachypodium,pinnatum,Poaceae,Poales
Brachypodium sylvaticum,,-2.0402208285265546,5.081404364984463,"<ArrowStringArray>
['Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219']
Length: 1, dtype: str",Brachypodium,sylvaticum,Poaceae,Poales
Bromus catharticus,,-1.186624165991323,5.342224871341821,"<ArrowStringArray>
['Comas - Pasture species']
Length: 1, dtype: str",Bromus,catharticus,Poaceae,Poales
Bromus erectus,,-1.2709269391230391,4.632993780436972,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
                        'Perez-Ramos IM, Volaire F, Fattet M, Blanchard A, Roumet C. Tradeoffs between functional strategies for resource-use and drought-survival in Mediterranean rangeland species. Environmental and Experimental Botany 87: 126-136.',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 5, dtype: str",Bromus,erectus,Poaceae,Poales
Bromus hordeaceus,,-1.713374115591908,5.742076504217209,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.']
Length: 1, dtype: str",Bromus,hordeaceus,Poaceae,Poales
Bromus inermis,,-1.5464631132727118,5.125546462525955,"<ArrowStringArray>
['Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090',
                                                                                                                                                                              'Comas - Pasture species',
                                         'Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 3, dtype: str",Bromus,inermis,Poaceae,Poales
Bromus madritensis,,-1.2909841813155658,5.832048641385611,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Bromus,madritensis,Poaceae,Poales
Calamagrostis canadensis,,-1.5141277326297755,5.517452896464707,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Calamagrostis,canadensis,Poaceae,Poales
Calamovilfa longifolia,,-0.7339691750802004,3.4965075614664802,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Calamovilfa,longifolia,Poaceae,Poales
Caldcluvia rosifolia,,-1.0198793140602396,3.9510243683276944,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Caldcluvia,rosifolia,Cunoniaceae,Oxalidales
Calluna vulgaris,,-1.1501161315352253,2.611930551632364,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Calluna,vulgaris,Ericaceae,Ericales
Calpurnia aurea,,-0.6348782724359695,2.830267833826459,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Calpurnia,aurea,Fabaceae,Fabales
Campanula rotundifolia,,-1.954984527976418,6.285440420788243,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Campanula,rotundifolia,Campanulaceae,Asterales
Carex doisutepensis,,-0.42159449003804794,3.1376657694426577,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Carex,doisutepensis,Cyperaceae,Poales
