original_reference,original_ref_checked,non_original_reference,habitat_naturality,biome,species,mycorrhiza type,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,consensus_mycorrhizal_state
"Liu Qiong, Yan Wei, Fan Yongjun, Yao Qingzhi, Yang Xiuli. (2009). Study on ectomycorrhizal type of Larixgmelinii Gmelinii in north Daxing'anling mountain. Journal of Inner Mongolia Agricultural University, 30(2): 62-67.",,,natural,forest: temperate coniferous forest biome,Larix gmelinii,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Litsea cubeba,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Celtis sinensis,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Cercidiphyllum japonicum,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Cinnamomum camphora,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Cunninghamia lanceolata,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Dicranopteris linearis,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Elaeocarpus sylvestris,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Equisetum hyemale,non-mycorrhizal (checked for all types),,,,,,,,,NM-AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Eriobotrya japonica,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Eurya japonica,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Ginkgo biloba,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Koelreuteria paniculata,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Liriodendron tulipifera,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Cornus officinalis,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Magnolia denudata,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Matteuccia struthiopteris,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Quercus aliena,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Myrsine seguinii,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Styphnolobium japonicum,AM; others not addressed,,,,,,,,,AM
"Maeda, M. (1954). The meaning of mycorrhiza in regard to systematic botany. Kumamoto J. Sci. Ser. B., 3, 57-84.",,,,,Ulmus davidiana,AM; others not addressed,,,,,,,,,AM
"Muthukumar, T., & Udaiyan, K. (2000). Arbuscular mycorrhizas of plants growing in the Western Ghats region, Southern India. Mycorrhiza, 9(6), 297-313.",,,,,Acacia auriculiformis,non-AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM; in this study 23% reports conflict with predictions),Mark Brundrett,misleading report from AM perspective,,,,EcM-AM
"Muthukumar, T., & Udaiyan, K. (2000). Arbuscular mycorrhizas of plants growing in the Western Ghats region, Southern India. Mycorrhiza, 9(6), 297-313.",,,,,Magnolia champaca,non-AM; others not addressed,,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 23% reports conflict with predictions)",,,,,,AM
"Muthukumar, T., Senthilkumar, M., Rajangam, M., & Udaiyan, K. (2006). Arbuscular mycorrhizal morphology and dark septate fungal associations in medicinal and aromatic plants of Western Ghats, Southern India. Mycorrhiza, 17(1), 11-24.",,,,,Magnolia champaca,AM; others not addressed,,,,,,,,,AM
"Neville, J., Tessier, J. L., Morrison, I., Scarratt, J., Canning, B., & Klironomos, J. N. (2002). Soil depth distribution of ecto-and arbuscular mycorrhizal fungi associated with Populus tremuloides within a 3-year-old boreal forest clear-cut. Applied Soil Ecology, 19(3), 209-216.",,,,,Populus tremuloides,AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (this genus is EcM-AM),,,,,,EcM-AM
"Noelle, W. (1910). Studien zur vergleichenden Anatomie und Morphologie der Koniferenwurzeln mit Rucksicht auf die Systematik. Bot. Ztg, 68, 169-266.",,,plantation,,Pinus strobus,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Onipchenko, V. G. in Alpine ecosystems in the Northwestern Caucasus   (ed V.G.  Onipchenko)  284-296 (Kluwer, 2004).",,,,,Matteuccia struthiopteris,AM; others not addressed,,,,,,,,,AM
"Ragupathy, S., & Mahadevan, A. (1993). Distribution of vesicular-arbuscular mycorrhizae in the plants and rhizosphere soils of the tropical plains, Tamil Nadu, India. Mycorrhiza, 3(3), 123-136.",,,,,Acacia auriculiformis,non-AM; others not addressed,,Leho Tedersoo,misleading report from EcM perspective (most species of Acacia s.str. are EcM-AM),Mark Brundrett,misleading report from AM perspective,,,,EcM-AM
"Ragupathy, S., & Mahadevan, A. (1993). Distribution of vesicular-arbuscular mycorrhizae in the plants and rhizosphere soils of the tropical plains, Tamil Nadu, India. Mycorrhiza, 3(3), 123-136.",,,,,Catunaregam spinosa,AM; others not addressed,,,,,,,,,AM
"Sharma, G. D., & Mishra, R. R. (1982). Mycorrhizal association in gymnosperms of Meghalaya. Acta Botanica Indica, 10(1), 43-49.",,,natural,,Cunninghamia lanceolata,AM; others not addressed,,,,,,,,,AM
"Sharma, G. D., & Mishra, R. R. (1982). Mycorrhizal association in gymnosperms of Meghalaya. Acta Botanica Indica, 10(1), 43-49.",,,natural,,Ginkgo biloba,AM; others not addressed,,,,,,,,,AM
"Sharma, S. K., Sharma, G. D., & Mishra, R. R. (1986). Status of mycorrhizae in sub-tropical forest ecosystem of Meghalaya. Acta bot. indica, 14, 87-92.",,,natural,,Castanopsis hystrix,EcM; no others,,,,,,Laura M. Suz,do not know,,EcM
"Song Fuqiang, Tian Xingjun, Yang Changlin, He Xingbing, Chen Bin, Zhu Jing, Hao Jiejie.(2006).Ectomycorrhizal infection intensity of subalpine forest ecosystems in western Sichuan, China.ACTA ECOLOGICA SINICA, 26(12):4171-4178.",,,natural,,Betula albosinensis,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Song Fuqiang, Tian Xingjun, Yang Changlin, He Xingbing, Chen Bin, Zhu Jing, Hao Jiejie.(2006).Ectomycorrhizal infection intensity of subalpine forest ecosystems in western Sichuan, China.ACTA ECOLOGICA SINICA, 26(12):4171-4178.",,,natural,,Pinus armandii,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Song Fuqiang, Tian Xingjun, Yang Changlin, He Xingbing, Chen Bin, Zhu Jing, Hao Jiejie.(2006).Ectomycorrhizal infection intensity of subalpine forest ecosystems in western Sichuan, China.ACTA ECOLOGICA SINICA, 26(12):4171-4178.",,,natural,,Larix gmelinii,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Quercus aliena,EcM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,Laura M. Suz,ok,H: forest: subtropical broadleaf forest biome,EcM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Pistacia chinensis,EcM; others not addressed,,Leho Tedersoo,incorrect report (this genus is AM; in this study 38% reports conflict with predictions),,,Laura M. Suz,not ECM,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Ginkgo biloba,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Cunninghamia lanceolata,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Carpinus cordata,AM; others not addressed,,Leho Tedersoo,incorrect report (this genus is EcM; in this study 38% reports conflict with predictions),Mark Brundrett,probably EcM,,,H: forest: subtropical broadleaf forest biome,EcM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Celtis sinensis,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Cercidiphyllum japonicum,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Liriodendron chinense,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Magnolia grandiflora,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Magnolia maudiae,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Litsea cubeba,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Platanus acerifolia,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Acer davidii,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Cornus officinalis,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Fraxinus chinensis,AM; others not addressed,,Leho Tedersoo,in this study 38% reports conflict with predictions,,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Magnolia denudata,"EcM,AM",,Leho Tedersoo,incorrect report for EcM (this genus is AM; in this study 38% reports conflict with predictions),Mark Brundrett,incorrect report for EcM,Laura M. Suz,not ECM,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Cinnamomum camphora,"EcM,AM",,Leho Tedersoo,incorrect report for EcM (this genus is AM; in this study 38% reports conflict with predictions),Mark Brundrett,probably non-ectomycorrhzal,Laura M. Suz,do not know,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Cheng Aixing, Yu Ailin, Fu Weiqiang, Zheng Pingyao. (1992).Investigation on Mycorrhizae of Forest Tress in Natureal Reserve of Mount Tianmu. Jounal Zhejiang Forestry College, 9(3): 263-276.",,,natural,other,Alangium chinense,non-mycorrhizal (checked for all types),,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM; in this study 38% reports conflict with predictions)",,,,,H: forest: subtropical broadleaf forest biome,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Cunninghamia lanceolata,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Liriodendron chinense,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Magnolia macclurei,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,nursery,other,Magnolia grandiflora,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,nursery,other,Magnolia denudata,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Cinnamomum camphora,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,nursery,other,Cinnamomum cassia,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Canarium album,AM; others not addressed,,,,,,,,,AM
"Su Liying, Liang Xiutang.(1985).A Preliminary Report on Investigation of Mycorrhiza of Cultivated Woody Plants in Guangxi. Guihaia, 5(2): 127-138.",,,plantation,other,Pinus tabuliformis,"EcM,AM",,Leho Tedersoo,"incorrect report for AM (this genus is EcM, most reports of this species are EcM)",Mark Brundrett,incorrect report for AM,Laura M. Suz,ok,,EcM
